Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Value new (USD),Value used (USD),Launch date,Exit date
1145-1,Service Packs,Trains,1981,Bogie Plate,,2,,,,,,,,,,,,0,0,0,,0,0,7.0900,,,
1146-1,Service Packs,Trains,1981,"Pushrods, Cylinder Housings",,6,,,,,,,,,,,,0,0,0,,0,0,21.4000,,,
1147-1,Service Packs,Trains,1981,"Light Prisms & Holder, Red/Yellow Light Covers",,7,,,,,,,,,,,,0,0,0,,0,0,7.1500,1.7200,,
1215-1,Service Packs,Trains,1981,Lower part of housing for 4.5V/12V train motor,,1,,,,,,,,,,,,0,0,0,,0,0,6.9100,,,
1581-1,Promotional,Ferries,1981,Silja Line Ferry,,182,,,,,,,,,,,,0,0,0,,0,0,,53.2800,,
2330-1,Duplo,,1981,Basic Set,1,9,,,,,,,,,,,,0,0,0,,0,0,,10.2700,,
2340-1,Duplo,,1981,Basic Set,1,17,,,,,,,,,,,,0,0,0,,0,0,,,,
2350-1,Duplo,,1981,Basic Building Set,2,22,,,,,,,,,,,,0,0,0,,0,0,,14.8900,,
2360-1,Duplo,,1981,Basic Set,3,32,,,,,,,,,,,,0,0,0,,0,0,51.5000,37.8300,,
2370-1,Duplo,,1981,Basic Set,4,45,,,,,,,,,,,,0,0,0,,0,0,,,,
2624-1,Duplo,,1981,Helicopter,1,2,,,,,,,,,,,,0,0,0,,0,0,,15.6700,,
2644-1,Duplo,,1981,Service Station,2,14,,,,,,,,,,,,0,0,0,,0,0,,,,
3601-1,Fabuland,,1981,Elton Elephant,1,6,,,,,,,,,,,,0,0,0,,0,0,149.9000,6.1800,,
3603-1,Fabuland,,1981,Boris Bulldog and Mailbox,1,5,,,,,,,,,,,,0,0,0,,0,0,,2.9900,,
3615-1,Fabuland,,1981,Percy Pig,1,4,,,,,,,,,,,,0,0,0,,0,0,,6.9900,,
3628-1,Fabuland,,1981,Perry Panda and Chester Chimp,2,3,,,,,,,,,,,,0,0,0,,0,0,54.9900,17.6800,,
3629-1,Fabuland,,1981,Barney Bear,1,16,,,,,,,,,,,,0,0,0,,0,0,111.8200,8.3200,,
3635-1,Fabuland,,1981,Bonnie Bunny's Camper,1,25,,,,,,,,,,,,0,0,0,,0,0,191.6500,10.3400,,
6075-2,Castle,Classic,1981,Castle,14,767,,48,,,,,,,,,,0,0,0,,0,0,,270.3500,,
6077-1,Castle,Classic,1981,Knight's Procession,6,48,,5,,,,,,,,,,0,0,0,,0,0,361.0000,65.5800,,
6083-1,Castle,Classic,1981,Knight's Joust,6,211,,16,,,,042884060831,,,,,,0,0,0,,0,0,750.0000,450.0000,,
6365-1,Town,Leisure,1981,Summer Cottage,1,144,,,,,,,,,,,,0,0,0,,0,0,207.4100,35.5100,,
6382-1,Town,Fire,1981,Fire Station,4,390,,25,,,,,,,,,,0,0,0,,0,0,636.3200,75.3700,,
6383-1,Town,Maintenance,1981,Public Works Centre,4,421,,30,,,,,,,,,,0,0,0,,0,0,2641.6800,262.5000,,
6600-1,Town,Classic,1981,Police Patrol,1,23,,,,,,,,,,,,0,0,0,,0,0,108.5500,38.9900,,
6602-1,Town,Classic,1981,Fire Unit I,1,29,,,,,,,,,,,,0,0,0,,0,0,,8.9500,,
6610-1,Town,Shops and Services,1981,Gas Pumps,1,29,,,,,,,,,,,,0,0,0,,0,0,145.8400,5.7100,,
6611-1,Town,Fire,1981,Fire Chief's Car,1,20,,,,,,,,,,,,0,0,0,,0,0,94.6500,4.4300,,
6626-1,Town,Classic,1981,Rescue Helicopter,,37,,,,,,,,,,,,0,0,0,,0,0,23.3900,4.9500,,
6628-1,Town,Vehicles,1981,Shell Tow Truck,,38,,,,,,,,,,,,0,0,0,,0,0,182.0000,5.0000,,
6629-1,Town,Medical,1981,Ambulance,1,39,,,,,,,,,,,,0,0,0,,0,0,175.2700,4.9400,,
6630-1,Town,Construction,1981,Bucket Loader,1,34,,,,,,,,,,,,0,0,0,,0,0,95.0000,6.7700,,
6650-1,Town,Fire,1981,Fire and Rescue Van,1,39,,,,,,,,,,,,0,0,0,,0,0,127.2200,7.1900,,
6680-1,Town,Medical,1981,Ambulance,2,63,,,,,,,,,,,,0,0,0,,0,0,250.0000,8.6000,,
6681-1,Town,Police,1981,Police Van,1,82,,,,,,,,,,,,0,0,0,,0,0,170.0000,9.4700,,
6691-1,Town,Medical,1981,Red Cross Helicopter,2,107,,,,,,,,,,,,0,0,0,,0,0,250.0000,23.7600,,
6801-1,Space,Classic,1981,Space Scooter,1,22,,,,,,,,,,,,0,0,0,,0,0,207.1000,7.5900,,
6822-1,Space,Classic,1981,Space Digger,1,33,,,,,,,,,,,,0,0,0,,0,0,225.0000,9.2000,,
6842-1,Space,Classic,1981,Small Space Shuttle Craft,1,46,,,,,,,,,,,,0,0,0,,0,0,125.0000,9.7100,,
6870-1,Space,Classic,1981,Space Probe Launcher,1,52,,,,,,,,,,,,0,0,0,,0,0,183.1600,15.8300,,
6927-1,Space,Classic,1981,All-Terrain Vehicle,2,170,,14.5,,,,,,,,,,0,0,0,,0,0,299.0000,38.4900,,
6929-1,Space,Classic,1981,Starfleet Voyager,1,242,,15,,,,,,,,,,0,0,0,,0,0,878.1100,55.3600,,
7725-1,Trains,4.5/12V,1981,Electric Passenger Train Set,1,485,,70,,,,,,,,,,0,0,0,,0,0,1027.8300,202.4900,,
7777-1,Books,LEGO,1981,Trains Ideas Book,,,,,,,,,,,,,,0,0,0,,0,0,,,,
7862-1,Trains,4.5/12V,1981,Remote Controlled Decoupling and Signal 12V,,16,,,,,,,,,,,,0,0,0,,0,0,154.5000,96.7700,,
8710-1,Technic,Supplementary,1981,Technical Elements,,124,,,,,,,,,,,,0,0,0,,0,0,49.6800,11.0000,,
8844-1,Technic,,1981,Helicopter,,316,,,,,,,,,,,,0,0,0,,0,0,200.7000,29.8100,,
8845-1,Technic,,1981,Dune Buggy,,174,,20,,,,,,,,,,0,0,0,,0,0,398.9900,20.6200,,
8848-1,Technic,,1981,Power Truck,,398,,,,,,,,,,,,0,0,0,,0,0,396.7900,55.3900,,
8859-1,Technic,,1981,Tractor,,610,,,,,,,,,,,,0,0,0,,0,0,449.9900,101.3300,,
722-1,Basic,,1980,"Universal Building Set, 7+",,301,,20,,,,,,,,,,0,0,0,,0,0,198.7900,50.8900,,
733-1,Basic,,1980,"Universal Building Set, 7+",,533,,39,,,,,,,,,,0,0,0,,0,0,475.0000,78.1400,,
744-1,Basic,,1980,"Universal Building Set with Motor, 7+",,537,,59,,,,,,,,,,0,0,0,,0,0,662.8400,97.3200,,
820-1,Basic,Supplementaries,1980,Red Plates Parts Pack,,34,,4.75,,,,,,,,,,0,0,0,,0,0,17.0600,,,
822-1,Basic,Supplementaries,1980,Blue Plates Parts Pack,,34,,4.75,,,,,,,,,,0,0,0,,0,0,19.8400,5.1500,,
830-1,Basic,Supplementaries,1980,Red Bricks Parts Pack,,46,,4.75,,,,,,,,,,0,0,0,,0,0,17.0600,4.2900,,
831-1,Basic,Supplementaries,1980,Black Bricks Parts Pack,,46,,4.75,,,,,,,,,,0,0,0,,0,0,30.0700,15.1700,,
832-1,Basic,Supplementaries,1980,Blue Bricks Parts Pack,,46,,4.75,,,,,,,,,,0,0,0,,0,0,18.0000,21.6100,,
833-1,Basic,Supplementaries,1980,White Bricks Parts Pack,,46,,4.75,,,,,,,,,,0,0,0,,0,0,12.1200,21.6100,,
834-1,Basic,Supplementaries,1980,Yellow Bricks Parts Pack,,46,,4.75,,,,,,,,,,0,0,0,,0,0,30.0000,,,
836-1,Basic,Supplementaries,1980,Doors and Windows Parts Pack,,37,,4.75,,,,,,,,,,0,0,0,,0,0,20.0000,7.8800,,
837-1,Basic,Supplementaries,1980,Wheels and Tyres Parts Pack,,28,,4.75,,,,,,,,,,0,0,0,,0,0,11.8600,1.5900,,
838-1,Basic,Supplementaries,1980,"Red Roof Bricks Parts Pack, 45°",,58,,4.75,,,,,,,,,,0,0,0,,0,0,28.3100,23.1200,,
839-1,Basic,Supplementaries,1980,"Red Roof Bricks Parts Pack, 33°",,42,,4.75,,,,,,,,,,0,0,0,,0,0,27.6000,3.8800,,
840-1,Basic,Supplementaries,1980,"Baseplate, Green",,1,,,,,,,,,,,,0,0,0,,0,0,14.8100,8.0500,,
841-1,Basic,Supplementaries,1980,"Baseplates, Green and Yellow",,2,,,,,,,,,,,,0,0,0,,0,0,7.4200,3.2800,,
842-1,Basic,Supplementaries,1980,"Baseplates, Red and Blue",,2,,,,,,,,,,,,0,0,0,,0,0,24.7100,0.5500,,
843-1,Basic,Supplementaries,1980,"Baseplate, Grey",,1,,,,,,,,,,,,0,0,0,,0,0,,,,
858-1,Technic,,1980,Auto Engines,,242,,,,,,,,,,,,0,0,0,,0,0,,50.5900,,
1005-1,Education,,1980,Wallboard/baseplate 40x80cm,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1041-2,Dacta,,1980,Educational Duplo Building Set,,68,,36.5,,,,,,,,,,0,0,0,,0,0,,,,
1050-2,Dacta,,1980,Universal set for boys and girls,,,,,,,,,,,,,,0,0,0,,0,0,,70.6000,,
1062-1,Dacta,,1980,{Town Vehicles},6,172,,,,,,,,,,,,0,0,0,,0,0,,23.5800,,
1075-1,Dacta,,1980,LEGO People Supplementary Set,,304,,14.5,,,,,,,,,,0,0,0,,0,0,,,,
1076-2,Dacta,,1980,LEGO Car and Truck Supplementary Set,,,,14.5,,,,,,,,,,0,0,0,,0,0,,,,
1101-1,Service Packs,,1980,Replacement 4.5V Motor,,1,,5.65,,,,,,,,,,0,0,0,,0,0,16.0400,5.9400,,
1103-1,Service Packs,,1980,Battery Box,,1,,,,,,,,,,,,0,0,0,,0,0,26.3000,13.4200,,
1104-1,Service Packs,,1980,Two Connector Leads,,2,,,,,,,,,,,,0,0,0,,0,0,24.7900,,,
1106-1,Service Packs,Trains,1980,Battery Tender for Trains,,2,,,,,,,,,,,,0,0,0,,0,0,,18.2100,,
1107-1,Service Packs,Trains,1980,Two Shunting Trip-Posts and One Signal,,4,,,,,,,,,,,,0,0,0,,0,0,29.0600,20.5700,,
1108-1,Service Packs,Trains,1980,Two Pairs of Magnetic Couplings,,4,,,,,,,,,,,,0,0,0,,0,0,21.5100,,,
1111-1,Service Packs,Trains,1980,Eight Rubber Rims for Locomotive Wheels,,8,,,,,,,,,,,,0,0,0,,0,0,15.0500,8.4300,,
1113-1,Service Packs,,1980,Motor Frame 6 x 16 Stud Plus Four Buffers,,5,,,,,,,,,,,,0,0,0,,0,0,7.0600,,,
1114-1,Service Packs,,1980,Motor Frame 6 x 22 Stud,,1,,,,,,,,,,,,0,0,0,,0,0,13.7100,16.5400,,
1115-1,Service Packs,,1980,"Lighting Brick, 4.5V",,1,,,,,,,,,,,,0,0,0,,0,0,4.4800,3.0000,,
1120-1,Service Packs,,1980,"Two Tyres, 42 mm Diameter",,2,,,,,,,,,,,,0,0,0,,0,0,9.0800,,,
1122-1,Service Packs,,1980,Hinge Units,,3,,,,,,,,,,,,0,0,0,,0,0,5.3900,,,
1123-1,Service Packs,,1980,Ball and Socket Couplings & One Articulated Joint,,8,,16,,,,,,,,,,0,0,0,,0,0,5.6700,8.9900,,
1125-1,Service Packs,,1980,Crane Grab Assembly,,3,,,,,,,,,,,,0,0,0,,0,0,17.2200,,,
1129-2,Service Packs,,1980,Spread Bag,,34,,,,,,,,,,,,0,0,0,,0,0,14.7300,1.1500,,
1130-1,Service Packs,,1980,Plastic Folder for Building Instructions,,1,,14,,,,,,,,,,0,0,0,,0,0,,9.1000,,
1591-1,Town,Special,1980,Danone Delivery Truck,,40,,,,,,,,,,,,0,0,0,,0,0,120.0000,33.3700,,
1592-1,Town,Classic,1980,Town Square - Castle Scene,11,471,,,,,,,,,,,,0,0,0,,0,0,1961.1600,401.6300,,
1651-2,Town,Special,1980,Maersk Line Container Lorry,1,305,,,,,,,,,,,,0,0,0,,0,0,2708.3900,842.8800,,
2053-1,Duplo,,1980,Rock 'n' Roll Pull-Toy,1,4,,,,,,,,,,,,0,0,0,,0,0,,9.7900,,
2056-1,Duplo,,1980,Rock 'n' Rattle Pull-Toy,1,6,,,,,,,,,,,,0,0,0,,0,0,,,,
2620-1,Duplo,,1980,Sports Car,1,2,,,,,,,,,,,,0,0,0,,0,0,,4.3400,,
2623-1,Duplo,,1980,Delivery Van,1,6,,,,,,,,,,,,0,0,0,,0,0,,6.0700,,
2625-1,Duplo,,1980,Car with Boat and Trailer,1,6,,,,,,,,,,,,0,0,0,,0,0,28.3100,5.6500,,
2627-1,Duplo,,1980,Pony Trailer,1,5,,,,,,,,,,,,0,0,0,,0,0,,10.4300,,
2630-1,Duplo,,1980,Family Room,3,9,,13.25,,,,,,,,,,0,0,0,,0,0,,,,
2640-1,Duplo,,1980,Grocery Store,2,23,,,,,,,,,,,,0,0,0,,0,0,,49.0900,,
2643-2,Duplo,,1980,Playbox,,1,,,,,,,,,,,,0,0,0,,0,0,,,,
2645-1,Duplo,,1980,Nursery School,6,29,,,,,,,,,,,,0,0,0,,0,0,,49.5200,,
2650-1,Duplo,,1980,Farm,5,60,,14.75,,,,,,,,,,0,0,0,,0,0,,85.4200,,
3602-1,Fabuland,,1980,Pram - Lisa Lamb Goes Walking,1,3,,,,,,,,,,,,0,0,0,,0,0,,11.2900,,
3604-1,Fabuland,,1980,Mark Monkey with his Fruit Stall,1,3,,,,,,,,,,,,0,0,0,,0,0,56.7100,5.2000,,
3605-1,Fabuland,,1980,Ricky Racoon and his Scooter,1,1,,,,,,,,,,,,0,0,0,,0,0,55.1200,5.1400,,
3634-1,Fabuland,,1980,Charlie Crow's Carry-All,1,17,,,,,,,,,,,,0,0,0,,0,0,109.9000,10.8300,,
3665-1,Fabuland,,1980,Harry Horse and Clara Cow's Ice Cream Shoppe,2,36,,,,,,,,,,,,0,0,0,,0,0,387.7500,37.9200,,
4306-1,Scala,Jewellery,1980,Rings,,15,,,,,,,,,,,,0,0,0,,0,0,,,,
4307-1,Scala,Jewellery,1980,Rings,,15,,,,,,,,,,,,0,0,0,,0,0,,192.6400,,
4336-1,Scala,Jewellery,1980,Picture Frame and Mirror,,52,,,,,,,,,,,,0,0,0,,0,0,165.2800,81.1000,,
5233-1,Homemaker,,1980,Bedroom,1,26,,4.5,,,,,,,,,,0,0,0,,0,0,3.6500,85.0000,,
6000-1,Books,LEGO,1980,LEGOLAND Idea Book,,,,2,,,,,,,,,,0,0,0,,0,0,,,,
6304-1,Town,Accessories,1980,"Road Plates, Cross",,2,,,,,,,,,,,,0,0,0,,0,0,33.0000,10.1000,,
6305-1,Town,Accessories,1980,Trees and Flowers,,12,,3.75,,,,,,,,,,0,0,0,,0,0,49.9900,10.0600,,
6306-1,Town,Accessories,1980,Road Signs,,12,,2.5,,,,,,,,,,0,0,0,,0,0,31.5000,12.2800,,
6363-1,Town,Shops and Services,1980,Auto Repair Shop,1,141,,,,,,,,,,,,0,0,0,,0,0,344.8200,25.3900,,
6364-1,Town,Medical,1980,Paramedic Unit,2,137,,,,,,,,,,,,0,0,0,,0,0,382.8600,48.9500,,
6375-2,Town,Shops and Services,1980,Exxon Gas Station,3,267,,20,,,,,,,,,,0,0,0,,0,0,,121.3500,,
6390-1,Town,Shops and Services,1980,Main Street,8,591,,40,,,,,,,,,,0,0,0,,0,0,,249.3800,,
6609-1,Town,Racing,1980,Race Car,1,17,,,,,,,,,,,,0,0,0,,0,0,45.8200,1.9300,,
6627-1,Town,Vehicles,1980,Convertible,1,37,,,,,,,,,,,,0,0,0,,0,0,266.8500,6.5900,,
6647-1,Town,Maintenance,1980,Highway Repair,1,55,,,,,,,,,,,,0,0,0,,0,0,222.5100,8.8100,,
6648-2,Town,Construction,1980,Dump Truck,1,42,,,,,,,,,,,,0,0,0,,0,0,120.0000,10.0000,,
6678-1,Town,Construction,1980,Pneumatic Crane,1,60,,,,,,,,,,,,0,0,0,,0,0,80.0000,9.4400,,
6679-2,Town,Vehicles,1980,Exxon Tow Truck,1,79,,,,,,,,,,,,0,0,0,,0,0,199.9900,24.9600,,
6690-1,Town,Fire,1980,Snorkel Pumper,2,91,,,,,,,,,,,,0,0,0,,0,0,231.5100,21.0100,,
6821-1,Space,Classic,1980,Geological Inspection,1,28,,,,,,,,,,,,0,0,0,,0,0,107.9800,9.1800,,
6841-1,Space,Classic,1980,Mineral Detector,1,44,,,,,,,,,,,,0,0,0,,0,0,294.4500,13.6300,,
6861-1,Space,Classic,1980,X1 Patrol Craft,1,55,,4,,,,,,,,,,0,0,0,,0,0,325.0000,43.9400,,
6901-1,Space,Classic,1980,Mobile Lab,2,135,,,,,,,,,,,,0,0,0,,0,0,950.0000,98.3700,,
6970-1,Space,Classic,1980,Beta I Command Base,4,254,,37,,,,,,,,,,0,0,0,,0,0,1000.0000,143.2900,,
7710-1,Trains,4.5/12V,1980,Push-Along Passenger Steam Train,5,447,,,,,,,,,,,,0,0,0,,0,0,635.0000,131.0500,,
7720-1,Trains,4.5/12V,1980,Diesel Freight Train Set,3,425,,,,,,,,,,,,0,0,0,,0,0,656.1500,156.6700,,
7730-1,Trains,4.5/12V,1980,Electric Goods Train Set,2,516,,,,,,,,,,,,0,0,0,,0,0,,286.6800,,
7740-1,Trains,4.5/12V,1980,Inter-City Passenger Train Set,10,786,,,,,,,,,,,,0,0,0,,0,0,575.1900,385.7200,,
7750-1,Trains,4.5/12V,1980,Steam Engine with Tender,2,263,,,,,,,,,,,,0,0,0,,0,0,,731.4900,,
7760-1,Trains,4.5/12V,1980,Diesel Shunter Locomotive,2,150,,,,,,,,,,,,0,0,0,,0,0,1472.2200,214.9600,,
7810-1,Trains,4.5/12V,1980,Push-Along Steam Engine,1,97,,,,,,,,,,,,0,0,0,,0,0,469.9900,68.2400,,
7814-1,Trains,4.5/12V,1980,Crane Wagon,2,113,,,,,,,,,,,,0,0,0,,0,0,249.0000,37.5000,,
7816-1,Trains,4.5/12V,1980,Shell Tanker Wagon,1,120,,,,,,,,,,,,0,0,0,,0,0,292.5500,34.8400,,
7818-1,Trains,4.5/12V,1980,Passenger Coach,2,114,,,,,,,,,,,,0,0,0,,0,0,347.3200,47.0200,,
7820-1,Trains,4.5/12V,1980,Mail Van,2,212,,,,,,,,,,,,0,0,0,,0,0,556.5200,76.1100,,
7822-1,Trains,4.5/12V,1980,Railway Station,3,384,,,,,,,,,,,,0,0,0,,0,0,559.2000,136.3900,,
7834-1,Trains,4.5/12V,1980,Level Crossing,1,91,,,,,,,,,,,,0,0,0,,0,0,225.6700,49.3400,,
7850-1,Trains,4.5/12V,1980,8 Straight Rails Grey 4.5V,,32,,,,,,,,,,,,0,0,0,,0,0,36.3400,15.6900,,
7851-1,Trains,4.5/12V,1980,8 Curved Rails Grey 4.5V,,32,,,,,,,,,,,,0,0,0,,0,0,14.5100,7.4300,,
7852-1,Trains,4.5/12V,1980,Left and Right Points Manual Grey 4.5V,,14,,,,,,042884078522,,,,,,0,0,0,,0,0,13.6000,7.7000,,
7853-1,Trains,4.5/12V,1980,"Crossing, Grey 4.5V",,5,,,,,,,,,,,,0,0,0,,0,0,16.3600,11.0400,,
7854-1,Trains,4.5/12V,1980,8 Straight Electric Rails Grey 12V,,8,,,,,,,,,,,,0,0,0,,0,0,20.4000,11.5800,,
7855-1,Trains,4.5/12V,1980,8 Curved Electric Rails Grey 12V,,8,,,,,,,,,,,,0,0,0,,0,0,13.4100,6.6400,,
7856-1,Trains,4.5/12V,1980,Left and Right Manual Points with Electric Rails Grey 12V,,16,,,,,5702010978564,,,,,,,0,0,0,,0,0,98.0100,26.0600,,
7857-1,Trains,4.5/12V,1980,"Crossing, Electric Rails Grey 12V",,5,,,,,,,,,,,,0,0,0,,0,0,20.1600,9.5700,,
7858-1,Trains,4.5/12V,1980,Remote Controlled Points Right 12V,,12,,,,,,,,,,,,0,0,0,,0,0,91.0500,38.5100,,
7859-1,Trains,4.5/12V,1980,Remote Controlled Points Left 12V,,12,,,,,,,,,,,,0,0,0,,0,0,101.3500,39.9600,,
7860-1,Trains,4.5/12V,1980,Remote Controlled Signal 12V,,24,,,,,5702010978601,,,,,,,0,0,0,,0,0,206.1100,73.3800,,
7861-1,Trains,4.5/12V,1980,Lighting Set Electric 12V,,24,,,,,,,,,,,,0,0,0,,0,0,68.4200,29.4800,,
7863-1,Trains,4.5/12V,1980,Remote Controlled Point Motor 12V,,7,,,,,,,,,,,,0,0,0,,0,0,74.8800,35.8900,,
7864-1,Trains,4.5/12V,1980,Transformer / Speed Controller 12V,,33,,,,,,,,,,,,0,0,0,,0,0,55.8800,25.1700,,
7865-1,Trains,4.5/12V,1980,Motor Replacement Unit for Battery or Motor-Less Trains 12V,,19,,,,,,,,,,,,0,0,0,,0,0,256.8900,81.9500,,
8857-2,Technic,,1980,Motorcycles,,377,,49.5,,,,,,,,,,0,0,0,,0,0,,100.0000,,
8858-2,Technic,,1980,Auto Engines,,242,,69,,,,,,,,,,0,0,0,,0,0,,147.8600,,
8860-1,Technic,,1980,Car Chassis,,668,,59,,,,,,,,,,0,0,0,,0,0,1044.5200,85.8900,,
8888-1,Books,LEGO,1980,Ideas Book,,,,,,,,,,,,,,0,0,0,,0,0,,,,
KCP03-1,Gear,Key Chains/Promotional,1980,WWF Female Minifigure Key Chain,,,0,0,,,,,,,,,,0,0,0,,0,0,,,,
1576-1,Duplo,,1994,Happy Face Carry Case,,30,,,,,5702010915767,,,,,,,0,0,0,,0,0,31.4600,,,
1701-1,Basic,,1994,"Mini Box, 3+",,26,,,,,,,,,,,,0,0,0,,0,0,,,,
1702-1,Town,Fire,1994,Fire Fighter 4 x 4,1,59,,,,,,,,,,,,0,0,0,,0,0,,10.9900,,
1703-1,Basic,,1994,Dalmatian Station Building Set,,172,,,,,,,,,,,,0,0,0,,0,0,,10.0000,,
1704-1,Space,Ice Planet 2002,1994,(Unnamed),1,47,,,,,,,,,,,,0,0,0,,0,0,,41.3000,,
1705-2,Basic,,1994,Large Dinosaur Bucket,,329,,,,,,,,,,,,0,0,0,,0,0,,,,
1706-2,Basic,,1994,Small Bucket,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1708-1,Basic,,1994,Blue Ribbon Savings!,,650,,,,,,,,,,,,0,0,0,,0,0,,35.0000,,
1709-2,Basic,,1994,Small Bucket,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1710-1,Town,Leisure,1994,Snowmobile,1,24,,2,,,,,,,,,,0,0,0,,0,0,7.5000,6.2500,,
1711-1,Space,Ice Planet 2002,1994,Ice Planet Scooter,1,19,,2,,,,042884017118,,,,,,0,0,0,,0,0,37.5500,14.6600,,
1712-1,Castle,Dragon Knights,1994,Crossbow Cart,1,23,,2,,,,,,,,,,0,0,0,,0,0,28.8000,34.1300,,
1713-1,Pirates,,1994,Shipwrecked Pirate,1,23,,,,,,,,,,,,0,0,0,,0,0,15.0000,10.0000,,
1716-2,Basic,,1994,Starter Set with Building Plates,,201,,,,,,,,,,,,0,0,0,,0,0,,,,
1720-1,Town,Bonus/Value Pack,1994,Cactus Canyon Value Pack,,133,,10,,,,,,,,,,0,0,0,,0,0,49.0000,30.0000,,
1721-1,Town,Bonus/Value Pack,1994,Sandypoint Marina Value Pack,,155,,15,,,,,,,,,,0,0,0,,0,0,130.0500,29.4200,,
1722-1,Assorted,Bonus/Value Pack,1994,Town / Space Value Pack,,106,,,,,,042884017224,,,,,,0,0,0,,0,0,182.7500,41.5600,,
1723-1,Assorted,Bonus/Value Pack,1994,Castle / Pirates Value Pack,,72,,8,,,,,,,,,,0,0,0,,0,0,180.0000,45.0000,,
1724-1,Basic,,1994,Bird,,9,,,,,,,,,,,,0,0,0,,0,0,,,,
1725-1,Basic,,1994,Dinosaur,,11,,,,,,,,,,,,0,0,0,,0,0,,,,
1726-1,Basic,,1994,Girl,,7,,,,,,,,,,,,0,0,0,,0,0,,0.9700,,
1727-1,Basic,,1994,Horse,,10,,,,,,,,,,,,0,0,0,,0,0,,,,
1729-1,Pirates,Bonus/Value Pack,1994,Barnacle Bay Value Pack,,89,,,,,,,,,,,,0,0,0,,0,0,548.8700,92.1100,,
1730-1,Town,Leisure,1994,Snow Scooter,1,24,,,,,5702010917303,,,,,,,0,0,0,,0,0,12.0100,3.1800,,
1731-1,Space,Ice Planet 2002,1994,Ice Planet Scooter,1,19,,,,,5702010917310,,,,,,,0,0,0,,0,0,27.3800,7.5900,,
1732-1,Castle,Dragon Knights,1994,Crossbow Cart,1,23,,,,,,,,,,,,0,0,0,,0,0,23.8900,19.7400,,
1733-1,Pirates,,1994,Shipwrecked Pirate,1,23,,,,,,,,,,,,0,0,0,,0,0,94.3600,12.1000,,
1738-1,Duplo,,1994,Bulk Box,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1740-1,Town,Leisure,1994,(Unnamed),1,16,,,,,,,,,,,,0,0,0,,0,0,,5.0000,,
1741-1,Town,Leisure,1994,(Unnamed),1,36,,,,,,,,,,,,0,0,0,,0,0,,9.0000,,
1742-1,Town,Leisure,1994,(Unnamed),1,81,,,,,,,,,,,,0,0,0,,0,0,,24.8600,,
1755-1,Duplo,,1994,Medium Bulk Bucket,2,60,,,,,,,,,,,,0,0,0,,0,0,,,,
1757-1,Duplo,,1994,Large Bulk Bucket,3,87,,,,,,,,,,,,0,0,0,,0,0,,,,
1775-1,Town,Special,1994,Aircraft,3,153,,,,,,,,,,,,0,0,0,,0,0,84.0000,45.8900,,
1790-1,Town,Leisure,1994,Shark Fisherman,1,19,,,,,,,,,,,,0,0,0,,0,0,,6.0000,,
1791-1,Town,Leisure,1994,Windsurfer & Van,1,70,,,,,,,,,,,,0,0,0,,0,0,,18.0000,,
1792-1,Town,Leisure,1994,Pleasure Cruiser,1,66,,,,,,,,,,,,0,0,0,,0,0,,24.9900,,
1794-1,Castle,Dragon Knights,1994,Dragon Master Chariot,1,36,,,,,,,,,,,,0,0,0,,0,0,135.0000,35.0700,,
1795-1,Pirates,Imperial Guards,1994,Imperial Cannon,1,36,,,,,,,,,,,,0,0,0,,0,0,,23.7900,,
1798-1,Basic,Supplementaries,1994,Building Table,,3,,49.5,,,,,,,,,,0,0,0,,0,0,,15.0600,,
1865-1,Basic,,1994,Airliner,,28,,,,,,,,,,,,0,0,0,,0,0,14.6900,3.2500,,
1871-1,Pirates,,1994,Pirate's Cannon,1,16,,,,,,,,,,,,0,0,0,,0,0,,14.2800,,
1872-1,Pirates,,1994,Soldiers Forge,2,28,,,,,,,,,,,,0,0,0,,0,0,,22.0100,,
1873-1,Pirates,,1994,Pirates Treasure,1,45,,,,,,,,,,,,0,0,0,,0,0,,41.5700,,
1900-2,Assorted,Bonus/Value Pack,1994,Special Bonus Pack,,88,,,,,,,,,,,,0,0,0,,0,0,,,,
1904-1,Duplo,,1994,Bulk Box,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1906-1,Castle,Dragon Knights,1994,Majisto's Tower,3,195,,20,,,,,,,,,,0,0,0,,0,0,541.3700,119.9900,,
1922-1,Duplo,,1994,Duplo Bucket,1,50,,,,,,,,,,,,0,0,0,,0,0,,,,
1935-1,Duplo,,1994,Robbin Rabbit Building Set,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1945-1,Duplo,,1994,Playmates building set,1,16,,,,,,,,,,,,0,0,0,,0,0,,,,
2317-1,Duplo,,1994,Police Building Set,1,11,,,,,,,,,,,,0,0,0,,0,0,,13.5600,,
2327-1,Duplo,,1994,Supplementary Set,1,19,,,,,,,,,,,,0,0,0,,0,0,33.8600,,,
2337-1,Duplo,,1994,Rover's Building Set,,32,,,,,,,,,,,,0,0,0,,0,0,,,,
